;SPV_event_date;SPV_event_value;WON_event_date;WON_event_value
811;2001-12-01;-1,740391576665139;1993-04-21;-10,728639274193545
812;2001-02-22;-1,7403152434109983;2000-05-23;-10,705789435483869
813;2005-03-03;-1,73891061049086;1997-10-04;-10,655603306451606
814;2020-08-22;-1,7337401128958925;1998-03-29;-10,629195000000003
815;2019-08-10;-1,7326554842208524;2011-04-27;-10,616194516129033
816;1995-10-22;-1,7310421438715873;2018-12-24;-10,615343416666663
817;2021-11-07;-1,726468580020473;1996-12-24;-10,582928916666669
818;2015-01-11;-1,7258554195783995;1995-07-18;-10,473850322580649
819;2008-10-20;-1,7255149115514175;2016-06-08;-10,470551451612902
820;2010-09-04;-1,724386072738294;2017-01-13;-10,463843583333336
821;2010-09-09;-1,7090920913961376;1999-06-02;-10,453536209677418
822;2001-11-09;-1,7076977344650854;2016-06-23;-10,44340822580645
823;1996-12-13;-1,7076407823744553;1991-06-25;-10,420133145161286
824;1992-02-17;-1,706639953037175;1995-11-18;-10,397724435483866
825;2004-01-13;-1,704251814911922;1997-07-25;-10,370097016129039
826;2010-12-31;-1,6997967411891994;1995-08-11;-10,361733709677416
827;2020-12-19;-1,6925393889352265;2001-05-16;-10,33703806451613
828;2020-10-21;-1,6855738613615872;1999-08-09;-10,271358548387097
829;2013-01-06;-1,6824558943411108;1993-02-20;-10,268220887096764
830;1993-01-17;-1,6795254605845042;1995-05-23;-10,22649596774194
831;1991-12-29;-1,6758676502484573;2006-07-20;-10,194650887096774
832;2005-04-14;-1,6699612658060616;1998-05-28;-10,174692499999997
833;2010-11-22;-1,6661977556535228;2008-06-13;-10,169197419354838
834;2010-08-18;-1,6619955738846894;2013-08-30;-10,147167338709673
835;2001-06-09;-1,6552387189373512;1992-02-14;-10,13716620967742
836;2008-04-26;-1,6459652356521335;2016-11-18;-10,135198225806448
837;2014-09-27;-1,640849324421832;1996-06-17;-10,115039112903226
838;2017-04-15;-1,640416651131423;1992-07-27;-10,104246129032251
839;1994-12-01;-1,6402407586212397;1997-08-05;-10,098308709677418
840;1996-01-14;-1,6394939564171438;2019-09-21;-10,06434435483871
841;2010-12-18;-1,6381130645109028;2020-08-15;-10,044041290322582
842;2011-07-10;-1,6360274162664024;2009-08-26;-10,023422096774196
843;2015-11-17;-1,634791355318555;1994-05-01;-10,008920080645167
844;2002-01-18;-1,6344507905800174;1992-03-02;-9,982323709677415
845;2011-08-07;-1,6342086163352216;2005-02-05;-9,94371403225805
846;1995-03-02;-1,6331139110576527;2002-09-17;-9,921375645161287
847;2003-04-08;-1,6305618721611015;2015-08-17;-9,91824282258064
848;2019-02-14;-1,6170708915574679;1999-04-22;-9,911940887096769
849;2021-12-02;-1,6150966938222862;2005-12-05;-9,881340241935506
850;1992-03-05;-1,6122024263396326;2012-04-09;-9,880264919354833
851;2006-11-12;-1,6071954692311288;1999-05-03;-9,874860725806448
852;2006-12-19;-1,6057859503885543;2017-06-22;-9,860506693548382
853;2021-08-07;-1,5927250898972212;2010-06-16;-9,855196532258072
854;2004-07-01;-1,5923068726841154;2007-05-24;-9,829989435483872
855;2006-10-26;-1,5907886096559534;2016-05-08;-9,795434516129035
856;2017-06-16;-1,5756403804803314;2020-06-03;-9,792638629032265
857;1992-01-03;-1,5722109597691345;2017-07-25;-9,777697016129023
858;2021-10-09;-1,5656938627487371;2001-09-06;-9,754320967741934
859;1999-09-22;-1,5634736278189398;2001-03-28;-9,712382016129034
860;2008-02-06;-1,5594248157272192;2005-06-16;-9,70679653225806
861;2010-10-20;-1,554318377588515;1994-01-13;-9,70604358333333
862;2016-12-20;-1,5488126459076554;2008-05-04;-9,69569620967742
863;1996-10-13;-1,548030051949461;2011-04-17;-9,653093629032258
864;2016-08-09;-1,5420593828099523;2001-11-15;-9,625138467741941
865;1991-10-21;-1,5397275685964185;2000-07-29;-9,595046854838715
866;1996-10-05;-1,537219542434398;2018-08-23;-9,55149491935484
867;2008-05-28;-1,5361268441672113;2010-03-17;-9,541272741935494
868;2002-01-13;-1,5331300393448217;2009-12-09;-9,53218637096774
869;2021-10-19;-1,5321740265407076;2007-10-06;-9,498336209677419
870;2015-05-07;-1,5285870613045416;2001-06-22;-9,49490669354839
871;1993-09-23;-1,528387317674496;2010-09-06;-9,460220967741934
872;2019-11-17;-1,528214879598555;1999-03-28;-9,45698201612903
873;1991-05-13;-1,5255944080359212;1995-10-12;-9,439492016129027
874;2015-12-23;-1,5220512063686058;2021-01-20;-9,42089266666665
875;2010-02-23;-1,5216321643362236;1992-03-12;-9,404762580645166
876;2001-06-20;-1,5183631145050291;2000-06-22;-9,386306048387093
877;2004-01-25;-1,50686324608486;1995-04-18;-9,382975483870966
878;2000-06-30;-1,5057571522746884;2002-05-24;-9,375789435483862
879;1994-08-28;-1,5035887027493586;1998-07-30;-9,326146854838706
880;2013-11-25;-1,4905541431075495;2006-01-25;-9,291300405913976
881;2021-12-31;-1,4875642745700994;2010-03-24;-9,287231854838703
882;2005-06-13;-1,4847833844530005;1993-05-21;-9,26251677419355
883;2017-11-03;-1,484361047607469;1993-06-17;-9,260862096774188
884;2021-11-22;-1,484277003533524;2007-05-08;-9,257543064516131
885;2018-01-07;-1,4832959694733427;2015-02-02;-9,232106129032255
886;2011-12-09;-1,4829410519688977;2003-09-28;-9,213367580645164
887;2012-11-11;-1,4799937287661298;2019-07-24;-9,204610645161294
888;2009-02-17;-1,479110810967176;1993-07-06;-9,169271290322582
889;2004-09-21;-1,4765934867189416;2021-11-10;-9,122987741935473
890;2012-11-05;-1,4749111939761022;2003-03-09;-9,120956542777
891;2009-04-12;-1,4707048652112;2016-10-08;-9,104961209677422
892;2005-11-12;-1,4575259426541298;1999-07-14;-9,08096935483871
893;1993-12-26;-1,4500337326708537;2008-07-31;-9,074304919354839
894;2000-10-18;-1,449226365320708;2009-02-05;-9,073214032258061
895;2018-11-28;-1,448368653994127;2005-04-29;-9,062722903225804
896;2019-03-28;-1,4409865723311923;1994-05-12;-9,031898951612906
897;2008-03-19;-1,4349252678482387;2017-07-17;-9,031714758064519
898;2003-11-19;-1,432603636651695;2004-06-14;-9,017338951612905
899;1998-01-10;-1,4298601600702334;2006-05-03;-9,00276072580644
900;2015-12-28;-1,4265990504700936;2014-01-30;-8,92923306451613
901;2021-01-21;-1,4223930799048776;2018-08-03;-8,90640306451613
902;2004-06-20;-1,4196076212156283;2016-06-01;-8,847036209677416
903;2007-07-26;-1,4165697160150714;2004-08-09;-8,829934435483867
904;1999-03-31;-1,4114987461990964;1998-09-07;-8,820096774193544
905;1993-12-16;-1,4073284341540817;2015-06-17;-8,799762096774197
906;2018-12-09;-1,398873304378897;2012-08-31;-8,786982419354837
907;1997-03-31;-1,3965650206990974;1996-09-04;-8,755775322580648
908;2000-11-22;-1,3942354043387084;1991-08-28;-8,73867862903226
909;2020-12-25;-1,3882252717258539;1997-08-10;-8,72763443548387
910;2010-03-27;-1,3824844396562814;1997-11-18;-8,723124435483857
911;2018-02-06;-1,3775325659543192;2012-07-08;-8,692186290322581
912;2020-03-04;-1,3745104679784643;2003-05-18;-8,68810314516129
913;2019-11-22;-1,3738260481735232;2011-08-07;-8,675190887096779
914;2015-01-30;-1,3721013212118987;2006-09-14;-8,599675645161291
915;1992-11-24;-1,37067684069755;2011-06-08;-8,583235403225803
916;2000-09-29;-1,37027751288285;2007-06-03;-8,577962903225814
917;2010-01-01;-1,3697748234362497;2005-09-30;-8,511556854838712
918;1992-06-26;-1,3526739038278617;2000-06-12;-8,448259354838713
919;1997-02-08;-1,3476876016070984;2006-08-18;-8,403869596774195
920;2019-12-09;-1,3476555436588984;1994-05-21;-8,36791677419355
921;1995-12-24;-1,347264509293465;2014-09-30;-8,367456854838707
922;2006-10-20;-1,343935452638515;2005-09-04;-8,338989112903226
923;1991-10-26;-1,343165101475953;2004-12-19;-8,338091155913979
924;1999-01-22;-1,3361769460798605;2020-01-08;-8,334884333333342
925;2019-01-06;-1,3183950385225798;2017-07-07;-8,321542580645163
926;2003-02-02;-1,3178168437003317;2010-07-24;-8,29241064516129
927;1994-03-24;-1,3142512110666336;1998-04-13;-8,27832588709679
928;2002-08-13;-1,3111899391035495;2018-06-17;-8,272662096774196
929;1998-07-30;-1,3103075499056647;2018-09-18;-8,249874435483868
930;2013-02-02;-1,2988802402903303;2009-08-16;-8,245241290322582
931;2004-01-01;-1,2888355651142493;2005-09-20;-8,213053790322578
932;2018-10-26;-1,2867440815259537;2021-08-27;-8,13375870967742
933;2004-10-03;-1,285775568274959;2000-09-12;-8,125677419354837
934;2016-03-21;-1,2778777931267014;2012-12-09;-8,099990564516128
935;2019-12-25;-1,2734833994138675;2009-04-01;-8,083489919354838
936;2000-12-02;-1,2729980959108476;2019-07-13;-8,081389919354839
937;2004-10-31;-1,2673815449309995;1998-02-07;-8,079288306451618
938;2019-06-11;-1,260400828555286;2020-04-08;-8,066691048387092
939;1997-03-16;-1,258076444836153;1996-03-21;-8,005073145161289
940;2004-06-26;-1,2536865344378618;1993-10-10;-7,999310564516126
941;2008-12-04;-1,2535898482923302;2009-06-21;-7,996055887096776
942;1994-06-03;-1,2535082918498324;2001-07-26;-7,959863387096771
943;2004-12-04;-1,2411881351983314;1998-06-07;-7,939972661290322
944;2010-06-19;-1,2401829739280485;2003-08-26;-7,879822096774196
945;2015-10-18;-1,2349213554933087;2012-11-25;-7,875955080645158
946;1993-11-09;-1,233551642147085;2011-01-14;-7,865199166666667
947;2004-12-09;-1,2267338111484152;2018-11-19;-7,810398225806453
948;2000-08-13;-1,2149702938973121;1996-06-30;-7,772301774193543
949;2019-11-09;-1,207629922101085;2015-02-23;-7,767538629032262
950;2004-03-16;-1,2069922668620843;1996-07-29;-7,7324468548387095
951;2006-01-08;-1,2006782369147557;2002-10-22;-7,724464354838708
952;1994-08-21;-1,2005101438669175;2001-07-21;-7,706533548387097
953;2012-11-27;-1,1949306663601265;2002-02-21;-7,688918951612909
954;1994-12-19;-1,1947931420795546;2020-09-29;-7,682056854838704
955;2020-12-14;-1,1821578925308207;2019-12-07;-7,643291935483872
956;2015-03-04;-1,1773257556577696;1995-07-26;-7,633663387096773
957;2006-04-22;-1,1736911119721252;2018-07-15;-7,568531129032259
958;1997-06-16;-1,1498032581903372;2018-07-05;-7,546200080645162
959;2016-11-05;-1,1494245917561017;2007-04-18;-7,528575483870968
960;1998-11-10;-1,1487935923193098;2013-03-20;-7,527008870967748
961;2016-12-26;-1,144677443060574;2016-04-21;-7,502140887096771
962;2000-01-01;-1,1416041089992501;1995-07-08;-7,498527500000002
963;2014-01-08;-1,1326605001697554;2000-06-07;-7,496135403225809
964;2017-12-10;-1,1252623859713158;1999-06-24;-7,4894082258064545
965;2002-11-20;-1,1184634749540223;2013-01-29;-7,46609838709677
966;2011-01-24;-1,1182417901273838;2015-09-15;-7,446419838709681
967;2005-03-20;-1,1032278654282366;2010-04-25;-7,412380000000001
968;2001-12-23;-1,101641778319606;2005-07-20;-7,3753508870967694
969;2018-06-06;-1,0992735108601501;2017-01-19;-7,338931000000018
970;2010-04-06;-1,0981863207811717;1994-09-07;-7,338096774193551
971;2000-01-07;-1,097468253175343;2003-08-18;-7,323869596774202
972;1999-04-06;-1,0922387745191726;2013-12-18;-7,301370352150548
973;2012-12-20;-1,0871835914476553;2008-01-07;-7,268910083333327
974;2009-12-06;-1,0848197616465698;1994-01-23;-7,246250317204313
975;2007-12-01;-1,08286943407824;2019-06-27;-7,234884274193546
976;2003-07-31;-1,0803054443821676;1999-08-02;-7,202321532258062
977;1995-05-20;-1,0773976237653613;2018-04-16;-7,172927338709679
978;2009-10-29;-1,0754664265589686;2016-04-28;-7,152122903225808
979;2017-07-22;-1,0734138204387078;1994-02-08;-7,124371532258054
980;2005-01-05;-1,0685343135205077;1995-07-13;-7,083989919354833
981;2015-12-02;-1,0568448067953868;2009-09-23;-7,075626370967742
982;2004-01-08;-1,0525330978778562;2012-04-20;-7,029639274193548
983;2000-01-24;-1,0523672129623847;1998-06-26;-6,992962741935485
984;2000-12-14;-1,0472524202298203;1993-04-16;-6,981827338709677
985;2014-03-22;-1,0397887285627008;1991-06-06;-6,948205000000005
986;2014-04-07;-1,036519163803023;1994-12-30;-6,933827250000003
987;2009-04-29;-1,0345874913481918;1999-04-27;-6,931094516129038
988;1997-06-23;-1,033360390896678;2007-08-25;-6,882324032258066
989;2012-09-17;-1,0296008871598692;2015-07-06;-6,845271290322585
990;2011-03-19;-1,0262310098757759;2002-06-27;-6,8412842741935505
991;2010-05-19;-1,005914522638357;2021-05-15;-6,838692177419356
992;2006-10-09;-1,0041279852187364;2003-04-28;-6,721033951612907
993;2020-12-09;-1,0040529413603145;2002-06-22;-6,713206693548387
994;1994-02-06;-0,9999067668893193;2008-06-22;-6,694906048387097
995;1992-03-10;-0,9960004059614188;2017-09-10;-6,693329516129036
996;2007-11-11;-0,9957504109053696;2009-03-09;-6,678256542777
997;2020-01-23;-0,9895330375889975;2001-01-03;-6,642749062500005
998;2011-11-04;-0,9864946750873392;2020-11-28;-6,62864975806452
999;1993-11-02;-0,9820956774154722;2016-05-27;-6,6252925000000005
1000;1995-08-31;-0,9792209264508647;1998-06-21;-6,604055887096774
1001;2007-01-24;-0,9775162317503832;2012-04-26;-6,57999451612903
1002;2019-04-07;-0,973710151486124;1997-12-25;-6,559628916666648
1003;2001-11-19;-0,9678218516116948;2001-11-26;-6,54725508064516
1004;2010-02-07;-0,9619811688339477;2008-12-23;-6,543143416666661
1005;2002-11-15;-0,9575099291925357;2010-10-04;-6,511703306451612
1006;2004-05-05;-0,9532486494346252;1995-05-13;-6,5037970967741945
1007;2020-11-29;-0,9511138937349497;2014-08-28;-6,37847862903226
1008;1998-01-01;-0,9475468414452498;2020-12-26;-6,370078666666659
1009;2010-02-17;-0,9441555065371754;1992-05-23;-6,345889435483871
1010;2017-09-07;-0,9426334127628135;2005-11-19;-6,295598225806453
1011;1999-12-18;-0,9388365048809029;2001-07-06;-6,271971290322582
1012;1997-07-08;-0,926541456449052;2009-04-22;-6,267240887096777
1013;2006-11-21;-0,9243473140133913;2019-01-04;-6,250369333333337
1014;1998-01-29;-0,9225816295892986;2021-09-26;-6,199158629032247
1015;2010-01-30;-0,9175462943708985;2017-08-13;-6,183473306451608
1016;2016-04-05;-0,9116693343822708;2005-06-04;-6,167738629032255
1017;1992-12-10;-0,9083583549587293;2005-12-25;-6,148628916666668
1018;2001-02-16;-0,906023032903288;2007-04-06;-6,138462741935485
1019;2010-03-06;-0,8995951393833393;2012-12-14;-6,124131182795697
1020;2006-11-26;-0,8961858684803334;1993-04-09;-6,117591048387105
1021;2019-09-07;-0,8942545653699144;2015-07-18;-6,110350322580649
1022;1997-12-07;-0,8855061370399435;1997-06-15;-6,099738951612905
1023;1992-01-15;-0,8738550993708193;1993-03-10;-6,037496774193541
1024;2013-12-24;-0,8660709228224653;1992-09-21;-5,994135725806456
1025;1992-02-23;-0,865045043871223;2018-05-17;-5,926434677419351
1026;2008-11-17;-0,8568289692416388;2018-02-15;-5,9037110483870965
1027;2007-10-27;-0,8561655318822714;2004-05-03;-5,87792016129033
1028;1998-12-02;-0,8488691725422872;1993-05-07;-5,85421120967742
1029;2016-07-17;-0,848499968015906;1992-07-10;-5,8502575000000006
1030;2011-12-19;-0,8468329755395547;2003-02-08;-5,835271532258064
1031;1999-01-10;-0,8410658085052334;1991-08-02;-5,833821532258057
1032;2014-11-06;-0,8379756972511025;2009-01-22;-5,814659153225819
1033;2014-10-17;-0,8333381146626012;1992-08-01;-5,743721532258068
1034;2013-09-04;-0,8261179431562934;1996-05-09;-5,72625387096774
1035;2006-03-28;-0,8250450053011924;1995-08-05;-5,724608709677421
1036;2008-01-12;-0,8226603708816617;2013-10-20;-5,701351290322581
1037;2011-12-24;-0,8110955690734653;2015-06-12;-5,629394838709678
1038;1996-11-24;-0,8092787714675495;2017-03-19;-5,623933709677419
1039;2021-08-30;-0,8066967768081772;2011-10-18;-5,6203371774193585
1040;1999-11-09;-0,8032706617620856;2002-06-03;-5,593662903225809
1041;2003-12-01;-0,8026487463471397;2008-03-28;-5,578495
1042;1991-01-13;-0,797263215504822;1998-08-20;-5,554680887096773
1043;2008-08-19;-0,7960022770013861;1996-01-09;-5,528200333333326
1044;1995-01-21;-0,7914183451988779;2002-09-12;-5,510182741935486
1045;1996-12-08;-0,7872275953619974;1999-05-17;-5,507034677419353
1046;2005-11-17;-0,7706373746285555;2019-03-25;-5,455133951612899
1047;2005-08-22;-0,7687085992701548;2012-11-15;-5,3964816935483855
1048;2002-02-02;-0,7677286203453308;1991-09-11;-5,381391129032261
1049;2018-08-24;-0,7670607865433346;2009-08-05;-5,338508709677419
1050;1995-01-16;-0,7618053120895233;2000-09-23;-5,282643225806453
1051;2017-02-06;-0,7608141374912192;2001-09-24;-5,281043225806458
1052;2008-03-31;-0,7587507356995314;2005-05-18;-5,184603145161289
1053;1997-11-18;-0,7370083947416385;1997-07-05;-5,177600080645162
1054;1999-01-05;-0,7332345556160635;2016-08-27;-5,16867862903226
1055;2017-03-21;-0,7331119242797;2000-09-28;-5,117028145161289
1056;1999-02-05;-0,7159454265601488;1994-05-07;-5,011111209677421
1057;2013-03-16;-0,7128181095861549;2012-05-25;-4,9945589516129045
1058;2014-01-17;-0,712499199441404;2020-10-04;-4,992583145161286
1059;2011-11-30;-0,7028720788229492;2000-05-11;-4,968598951612902
1060;2021-04-10;-0,7021076870707831;2006-08-13;-4,822873306451616
1061;2001-07-27;-0,7020440818473436;1996-03-11;-4,806158064516135
1062;2011-11-11;-0,7003095904533696;2011-05-12;-4,801498951612906
1063;2008-07-28;-0,6902895249745987;2001-02-08;-4,79027153225807
1064;2014-12-19;-0,6870032308866544;1991-03-24;-4,772231854838715
1065;2019-12-30;-0,6781000289495309;1996-07-23;-4,756510645161293
1066;2018-01-25;-0,6780176827148601;2001-08-22;-4,706629677419355
1067;2011-01-09;-0,6655549545487968;2003-11-24;-4,6562254032258075
1068;2021-08-14;-0,660487323753112;1998-08-15;-4,630754354838714
1069;1999-12-05;-0,6458285543013305;2005-04-06;-4,61386274193548
1070;1993-03-08;-0,6289747235508973;2021-09-04;-4,6116891129032185
1071;1997-01-31;-0,6269432726280003;2020-11-17;-4,603424435483844
1072;2016-11-16;-0,6260095064016558;2018-04-09;-4,588491048387094
1073;2008-11-01;-0,6252229253685718;2005-08-29;-4,582037822580641
1074;2014-01-03;-0,612694054235235;1995-03-17;-4,566672741935483
1075;2008-11-12;-0,6064453910105212;1996-02-04;-4,559253870967741
1076;2017-12-21;-0,6052384742107556;2015-05-04;-4,542420161290323
1077;2006-10-14;-0,6050009453494609;2001-03-17;-4,5026727419354815
1078;1997-03-03;-0,6028396634578594;2020-03-27;-4,459682016129037
1079;2003-09-09;-0,6003363983641372;2005-05-28;-4,4402925000000035
1080;1998-11-03;-0,5901576639645675;2013-05-31;-4,350392741935483
1081;2010-01-15;-0,5871953761508197;1992-06-16;-4,3417620967741914
1082;2013-08-23;-0,5793965927958922;2018-01-19;-4,316930999999998
1083;2005-11-23;-0,5697237138837086;1995-05-03;-4,311560725806446
1084;1997-01-14;-0,5585690356671443;1998-03-23;-4,294099919354838
1085;2010-04-01;-0,5556660765995317;2008-10-31;-4,214919919354834
1086;1991-02-22;-0,5502947299109989;1996-09-29;-4,204556854838705
1087;2016-07-08;-0,5491643167104086;2009-02-27;-4,171978467741934
1088;2015-01-21;-0,5465035677238771;1991-04-04;-4,1697523387096735
1089;2012-10-30;-0,5452692590465154;2015-06-22;-4,169006693548388
1090;1991-11-19;-0,5435839847416948;2020-07-14;-4,1663311290322556
1091;1999-09-02;-0,5420277366935382;2003-11-12;-4,162867661290322
1092;1996-11-18;-0,537582992781695;1998-05-23;-4,090995967741937
1093;2006-12-14;-0,5373756848354554;2007-05-03;-4,084360725806454
1094;2008-09-25;-0,5364011596605739;2015-09-24;-4,055743225806445
1095;2017-07-17;-0,5346010181016607;2009-12-26;-4,023807249999999
1096;1992-12-21;-0,5341961257545743;2006-09-01;-3,9415824193548366
1097;2004-11-25;-0,5324667068853333;2000-04-22;-3,91089419354839
1098;2003-07-03;-0,5316477252269413;2010-12-15;-3,901731182795701
1099;2007-12-11;-0,5178381850186292;2017-02-17;-3,8973904032258067
1100;1995-12-19;-0,5146169615945542;1997-05-31;-3,8863927419354756
1101;1998-12-30;-0,5116738821195305;2021-10-19;-3,847572741935485
1102;2019-12-04;-0,502626532611717;2018-09-02;-3,846795241935483
1103;2008-10-13;-0,50230555924946;1993-08-06;-3,8234415322580593
1104;2008-12-12;-0,4976568258602699;2008-09-18;-3,8198907258064505
1105;2002-09-27;-0,4907395165887325;1998-10-05;-3,8133831451612967
1106;2002-06-28;-0,4896548458980443;2003-06-14;-3,745997419354837
1107;2002-11-29;-0,4891382159872523;2012-06-09;-3,734032096774193
1108;1999-10-29;-0,4885142348879687;2010-05-21;-3,732216774193541
1109;1992-09-26;-0,4880919981487328;1996-11-15;-3,714481693548386
1110;2002-10-10;-0,4860549316147833;1993-05-31;-3,684092741935482
1111;2010-08-13;-0,4831986631095481;1996-08-14;-3,592254354838707
1112;2016-08-19;-0,4700447382013868;2006-06-09;-3,573751451612903
1113;2015-03-26;-0,45733751420272845;2016-04-11;-3,548918387096772
1114;2021-09-28;-0,4571608531940885;2012-05-30;-3,5164927419354832
1115;2004-12-24;-0,45363105941386694;2000-01-08;-3,504984333333337
1116;2001-05-22;-0,45281106344203903;1993-09-02;-3,4843952419354833
1117;2007-04-11;-0,44632137637950103;1991-08-17;-3,464942822580641
1118;1995-11-16;-0,43827959931763394;2020-09-13;-3,3590756451612886
1119;2003-01-16;-0,4358177753775237;2008-08-30;-3,3581871774193512
1120;2014-11-28;-0,4255337986901268;2004-10-04;-3,3025831451612877
1121;2021-01-06;-0,4204313529311113;2013-11-12;-3,251167661290322
1122;2019-12-14;-0,40804726047445544;2013-08-10;-3,2471344354838703
1123;1997-09-17;-0,4011865204790418;1995-02-12;-3,239635483870969
1124;2018-12-14;-0,3922078033854556;2007-02-15;-3,2307110483871
1125;2020-11-23;-0,38411381369974745;2014-05-31;-3,2162927419354785
1126;1994-01-31;-0,3838521040580004;2019-04-15;-3,113252822580646
1127;2005-12-13;-0,3831075963452698;1992-08-23;-3,1091631451612907
1128;2008-12-26;-0,37986099016057373;2002-06-09;-3,0623514516129027
1129;2017-01-08;-0,37300523101342903;2019-05-08;-2,9446430645161272
1130;1995-11-09;-0,37182733714508553;2001-05-03;-2,9103607258064517
1131;2016-01-15;-0,3620239116508193;1993-09-08;-2,8340115322580672
1132;2012-01-13;-0,3497326280958218;2019-06-08;-2,7762354032258063
1133;2020-07-30;-0,3403271333581676;1998-11-09;-2,6984558870967716
1134;2014-03-05;-0,33994886513918693;2000-03-01;-2,691927096774179
1135;2011-09-28;-0,3316939289640891;2021-04-17;-2,681193629032255
1136;1991-11-13;-0,32909525354052105;2015-01-21;-2,6578384005376376
1137;2016-02-26;-0,3283386539102695;2001-08-05;-2,623308709677418
1138;2020-03-11;-0,32574033205724007;2007-08-08;-2,6199086290322575
1139;2008-01-04;-0,32428746503327255;1994-06-19;-2,5607108870967714
1140;2021-01-30;-0,3226271392478994;2005-01-02;-2,5059599791666685
1141;1991-11-30;-0,3224295487599492;2020-10-15;-2,504043064516134
1142;2006-06-08;-0,32010698257341347;1997-05-04;-2,487120161290319
1143;2017-10-17;-0,31990600996260204;1999-07-20;-2,471450887096774
1144;2020-03-16;-0,30854731605208396;1992-09-14;-2,456419838709678
1145;2004-11-05;-0,306372076356102;1992-01-01;-2,4344792500000123
1146;2005-12-18;-0,30392829191590287;1994-04-11;-2,4044329032258016
1147;2002-02-07;-0,30229329462394683;2018-05-26;-2,3674589516129014
1148;2005-06-18;-0,2961638346495888;1995-04-23;-2,356894193548388
1149;2014-08-02;-0,29237900982102405;2018-11-14;-2,3388727419354844
1150;1999-05-08;-0,29168197677247787;2013-04-18;-2,317775483870961
1151;2001-09-30;-0,2865870894268505;2009-10-25;-2,311271612903226
1152;2007-08-27;-0,28650317622136107;2019-06-17;-2,2731620967741955
1153;1997-11-08;-0,2856790101010655;2015-03-30;-2,252720564516138
1154;2001-10-10;-0,28492084971478526;2011-09-05;-2,2509753225806466
1155;1995-12-05;-0,2624538653963303;2011-09-27;-2,247718709677417
1156;1992-09-15;-0,2600769513165643;1997-07-30;-2,245546854838711
1157;2000-08-04;-0,24398444494754007;1996-08-09;-2,232434435483869
1158;2015-12-13;-0,23991036253526984;2015-08-07;-2,19169088709677
1159;1992-02-12;-0,23752362362192592;2014-04-12;-2,1889183870967837
1160;1997-04-10;-0,2365708289888812;2014-06-19;-2,1331108870967768
1161;2005-05-23;-0,23632406910541587;2014-07-28;-2,1287461290322574
1162;2009-12-16;-0,23482231990908145;2005-10-05;-2,087883145161285
1163;2021-05-06;-0,22856619613462495;2021-12-05;-2,0818402419354864
1164;2014-12-04;-0,2262861929127172;2009-07-29;-2,0357216935483846
1165;2005-12-28;-0,2220432176200936;2021-06-01;-2,0280195967741887
1166;2019-09-19;-0,21895606295143663;2012-09-24;-1,9478426612903224
1167;2017-08-24;-0,20015238119333506;2001-06-12;-1,943394838709679
1168;2004-12-14;-0,1979612551009208;2007-07-23;-1,9091265322580635
1169;2011-02-03;-0,1937375915368278;1992-05-06;-1,9059112096774216
1170;2013-11-13;-0,18838731637552128;2012-08-17;-1,8712695967741966
1171;2011-08-26;-0,1794145026531888;2005-08-19;-1,7970432258064504
1172;2000-08-18;-0,17820837187327088;2021-07-22;-1,7798252419354674
1173;2015-04-10;-0,17732561133188265;2019-07-06;-1,7602712903225803
1174;2012-11-16;-0,1763961406985551;2005-05-09;-1,744934516129031
1175;1995-01-27;-0,17055356094541985;2016-05-03;-1,7144201612903198
1176;2004-03-26;-0,1695006253202785;2010-07-17;-1,685314758064512
1177;2002-06-01;-0,16813284882282084;1992-12-17;-1,6492703521505419
1178;1991-08-01;-0,1622758477999119;2015-01-01;-1,4603792500000012
1179;1995-05-25;-0,15980603098886115;2001-04-15;-1,4038528225806404
1180;2002-03-26;-0,15958040144672947;2020-03-22;-1,3540999193548364
1181;2009-08-15;-0,15450274698171304;2011-05-17;-1,2745346774193445
1182;2010-12-12;-0,14116668787297634;2002-05-19;-1,2640760483870943
1183;2002-09-12;-0,13534800238346154;1999-07-04;-1,2507390322580643
1184;2007-06-15;-0,13171603756158068;2017-05-12;-1,2032989516129031
1185;2014-08-13;-0,12942489400644913;2017-08-23;-1,1999949193548367
1186;1994-04-16;-0,12369177095729539;1998-03-17;-1,1929727419354845
1187;1996-05-09;-0,12121458450305359;1999-10-14;-1,1572199193548385
1188;2017-05-04;-0,12010742994181896;2014-07-14;-1,019369354838712
1189;2021-10-29;-0,10810446392796777;1999-11-10;-0,9702877419354866
1190;2013-01-23;-0,10138976892399766;1992-03-24;-0,9468339516129007
1191;2015-01-06;-0,10102358592158046;2017-12-18;-0,9168703521505338
1192;2021-07-28;-0,0982807041240654;2015-04-16;-0,9133273387096733
1193;2017-05-14;-0,09632356203919328;2019-10-09;-0,9128612096774165
1194;2007-12-21;-0,0854646847826554;1997-06-06;-0,8655050000000002
1195;2011-02-26;-0,08379358086027015;2021-08-09;-0,8633585483870979
1196;2010-07-19;-0,08143086095666535;1996-07-13;-0,7233693548387088
1197;2015-06-16;-0,07606990049033707;2017-01-04;-0,6293050624999982
1198;2017-06-26;-0,07504976793890948;2009-06-16;-0,5565965322580648
1199;1999-11-04;-0,07500486489933879;2017-07-02;-0,5509028225806426
1200;2012-08-08;-0,07344563064304198;2009-07-01;-0,5353017741935479
1201;1999-02-23;-0,055045569456222986;2007-07-17;-0,48791475806451295
1202;2008-11-29;-0,04293075800394899;2002-01-03;-0,48218841666666784
