;SPV_event_date;SPV_event_value;WON_event_date;WON_event_value
1611;2009-08-28;2,538054994920638;1992-06-05;14,721295000000007
1612;2014-05-26;2,552445316649335;2008-08-13;14,812876693548388
1613;2014-09-18;2,5575002280401313;1998-06-12;14,829105161290325
1614;1993-01-07;2,557605508923263;1994-11-23;14,911163548387087
1615;1996-01-03;2,557802940227865;2004-01-16;14,925866416666668
1616;1999-10-20;2,5593720957614856;2000-11-28;14,951550241935491
1617;2019-07-08;2,565195746650951;2005-08-14;15,028176693548396
1618;2013-04-23;2,5803791753987593;2015-07-11;15,069042500000002
1619;2008-09-20;2,580856517506335;2015-12-15;15,110068817204315
1620;1996-07-26;2,5829097986186595;2019-12-19;15,117138733870968
1621;2016-09-05;2,598957140783005;1998-05-12;15,170801048387112
1622;2014-09-07;2,621310411543186;1997-04-09;15,249208951612895
1623;2001-10-15;2,6343788172111298;2001-08-12;15,25424838709677
1624;1994-02-27;2,6415008753836666;2018-03-09;15,284543457223
1625;2018-03-24;2,6445700440133657;2000-05-28;15,342164435483873
1626;2019-05-14;2,648872860071707;1995-08-30;15,432832661290314
1627;2018-08-01;2,652361688620089;2015-08-27;15,568341290322572
1628;2008-02-22;2,6560232633889984;2003-05-08;15,592956935483874
1629;1997-01-04;2,6624416635309487;2016-11-26;15,617258629032273
1630;2004-10-20;2,6815344946485817;1998-09-13;15,624922580645158
1631;2004-05-20;2,7025792635742047;2015-01-07;15,651489916666662
1632;2008-07-05;2,722020286746299;2006-05-13;15,69460290322581
1633;1998-09-28;2,7347460669359123;2001-04-10;15,798135080645158
1634;2018-11-18;2,741173050788361;1996-10-29;15,958418709677423
1635;1999-06-03;2,756794126950169;2018-02-05;15,999085967741948
1636;1992-07-29;2,768993145932335;2009-07-11;16,109242500000004
1637;1999-04-29;2,7929664771518103;1992-04-18;16,12366362903226
1638;2000-05-10;2,793953161611796;2006-12-04;16,166780887096778
1639;2011-04-13;2,810159592415044;1999-02-10;16,222824112903233
1640;1994-06-15;2,827533240038419;1994-09-22;16,341964274193536
1641;2020-08-04;2,8334434936124593;2008-09-13;16,368724354838708
1642;2011-04-19;2,850536875376961;2011-05-07;16,390488790322593
1643;1992-08-04;2,8622050259024623;2005-11-14;16,437427258064506
1644;2014-07-04;2,8628813753436355;2013-12-09;16,45491362903226
1645;2009-06-23;2,8812454200033217;2005-12-18;16,46372964784946
1646;2015-03-21;2,886527122886303;1999-12-17;16,616963916666663
1647;2006-07-03;2,9008409105030584;2004-03-26;16,76928064516128
1648;2006-01-29;2,915943446730701;1998-01-23;16,80224968279569
1649;2015-02-04;2,925984823283314;1997-09-12;16,887117258064514
1650;2020-07-01;2,9388487357758883;2000-10-15;16,904756935483885
1651;2015-02-10;2,9529391455120515;2003-12-16;16,910004889784954
1652;2006-06-17;2,957197566204286;2013-06-17;16,921337903225808
1653;1993-05-17;2,9618627970366584;2002-10-27;16,95352217741935
1654;2002-08-22;2,976617398129844;2017-10-16;17,28085693548388
1655;2018-08-12;2,9839613415644073;2008-09-04;17,37862467741935
1656;1991-07-08;3,0031670893509492;2012-02-21;17,588281048387085
1657;1994-08-02;3,0047909697249757;1995-02-27;17,62592153225804
1658;1991-01-22;3,02379312049014;2002-03-09;17,634843457222992
1659;2005-01-26;3,0420092737239632;2007-09-14;17,738124354838696
1660;2015-08-06;3,044527902773389;2000-07-14;17,75066887096775
1661;2014-03-27;3,0460560696937202;2000-12-09;17,765809435483867
1662;1996-01-25;3,0464576201681406;2002-11-01;17,767080080645158
1663;1994-10-27;3,0513882441346274;2012-09-29;17,7690431451613
1664;2008-06-12;3,053396839047;2011-12-29;17,97207675
1665;2014-08-07;3,088019065134776;2007-09-09;18,051944758064522
1666;2007-05-09;3,0957638624950268;1992-01-06;18,22138950000002
1667;1993-10-21;3,127013955018583;2018-01-08;18,34371566666665
1668;1995-07-11;3,1289659081848864;2020-02-01;18,348050645161294
1669;1996-09-11;3,1404758187054402;2007-02-04;18,35004612903224
1670;2004-05-28;3,146636952372788;1999-07-26;18,377836612903227
1671;2016-02-21;3,16562507286265;2014-01-02;18,381440499999993
1672;1992-07-01;3,1881104552758863;2011-09-22;18,397264274193553
1673;2008-06-20;3,1891102338843713;1999-10-24;18,3972893548387
1674;2001-02-27;3,192697612868666;2009-06-06;18,41159500000002
1675;1997-01-09;3,2030150388612038;2020-04-23;18,450035564516124
1676;2010-03-11;3,2305631963416808;2008-07-25;18,478936612903226
1677;2018-10-10;3,2357197630912142;2002-10-16;18,527556935483858
1678;2001-07-04;3,244433856543634;2021-10-02;18,55411314516128
1679;1994-08-09;3,2573020658770577;2014-10-23;18,576832822580638
1680;2006-09-26;3,2672317012044254;1992-11-23;18,597874596774187
1681;2021-02-14;3,284595553362532;2008-05-28;18,685664435483876
1682;2016-03-02;3,2997772537237307;2005-02-17;18,722809596774187
1683;2005-04-04;3,304742897643905;2006-05-08;18,740756935483873
1684;1994-10-19;3,309852887819293;1993-08-16;18,755758709677437
1685;1992-10-02;3,3168266196176335;1994-12-08;18,76310524193548
1686;1995-03-23;3,342417382556665;1994-09-12;18,829217258064517
1687;1992-01-26;3,358567196474962;1995-04-07;19,021741290322584
1688;1992-06-20;3,3713729021843735;2007-03-05;19,03702773141655
1689;2015-03-09;3,3814335325465437;2017-10-05;19,037616854838706
1690;1999-09-17;3,3840080688209575;1997-12-11;19,069840322580635
1691;1997-04-24;3,4196996100471835;2018-12-08;19,18090524193548
1692;2016-07-24;3,4246906017320105;1992-11-30;19,24156822580647
1693;2003-11-01;3,4270672560680984;1993-08-01;19,28079508064515
1694;2009-05-29;3,433686279512788;2008-10-09;19,28488943548389
1695;2009-09-25;3,481741408677309;2008-10-25;19,4197425
1696;2018-02-23;3,4861944097187756;1999-12-29;19,48877675
1697;2020-05-21;3,4987782463579586;2014-10-28;19,585018548387108
1698;2000-12-24;3,506517402275133;2017-03-25;19,633366048387074
1699;1995-03-28;3,524564074598808;1993-08-11;19,69726629032258
1700;1993-03-13;3,5263254087496247;2016-01-05;19,781742750000003
1701;2018-07-13;3,535445699298819;2005-03-21;19,956240725806452
1702;2019-04-28;3,5369231355410173;1995-03-12;20,043441935483877
1703;1996-08-28;3,5548440909822223;2006-11-22;20,074493467741945
1704;1993-07-04;3,5716271862436364;1998-03-12;20,140641935483853
1705;2016-09-10;3,58010781225532;2010-09-17;20,21962435483872
1706;2009-07-04;3,5805774849436336;2011-07-17;20,32358524193548
1707;2014-06-11;3,6009963372347147;2020-11-07;20,375443467741945
1708;2021-10-14;3,60653672519054;1998-02-12;20,50266451612903
1709;2007-04-16;3,616228143806704;1999-01-10;20,504541000000007
1710;1995-07-31;3,6193387257538343;2005-10-29;20,559432741935495
1711;2011-10-30;3,6362183459558466;2012-10-04;20,561416854838708
1712;2003-10-01;3,6367441766466424;2011-06-03;20,729637096774205
1713;1993-03-18;3,664775977152598;1995-04-12;20,84578161290323
1714;2003-10-06;3,6952695474286004;2012-12-30;21,032763916666667
1715;1999-07-18;3,7044282510240945;2017-06-10;21,0363679032258
1716;1997-04-05;3,740086355319959;2002-01-23;21,174649682795703
1717;1991-11-01;3,7571287473490007;1992-08-30;21,247412822580657
1718;1996-12-30;3,7724861141067993;2006-10-31;21,392095887096787
1719;2011-03-08;3,793621154724104;2007-05-13;21,405402903225806
1720;2002-12-16;3,8001811011179183;2004-03-19;21,437891129032263
1721;2013-07-27;3,8255773926786563;2000-11-16;21,447759112903228
1722;1997-09-28;3,825741979145913;2021-08-02;21,47307846774194
1723;2019-04-02;3,837649142116038;2011-07-28;21,503153870967733
1724;2008-05-18;3,8390717629876407;2003-10-10;21,549189435483868
1725;1993-05-08;3,857690340527522;1996-02-25;21,67482370967742
1726;1992-05-19;3,869785046747737;2019-10-01;21,87939435483871
1727;2007-03-15;3,870556853972111;2007-09-24;21,887956774193555
1728;1996-04-19;3,8759569445659716;2008-11-27;22,110968387096808
1729;2012-08-13;3,91194627202879;2013-11-07;22,186261854838712
1730;2014-06-17;3,914806152654292;2011-07-22;22,543974758064504
1731;1991-04-19;3,9199926259029603;1998-07-09;22,734413709677423
1732;2012-02-06;3,9230078821187826;2014-01-15;22,993840833333344
1733;1995-03-12;3,9548327980447593;2006-04-08;23,003382499999997
1734;2001-03-05;3,9658056491108122;2011-05-02;23,010217419354838
1735;2012-07-26;3,9718879705886563;2001-07-16;23,109292177419363
1736;2018-11-23;3,9824971259262942;2014-08-13;23,149026693548393
1737;1999-09-07;3,9835859555071846;2016-05-13;23,246810725806444
1738;2001-06-14;4,0058044190284745;2012-01-03;23,282811583333338
1739;2009-06-29;4,024368369884413;2014-08-22;23,297170322580662
1740;2015-07-10;4,0401767654335945;2008-01-24;23,704527209677416
1741;1997-11-02;4,05137888376453;2001-06-07;23,796627338709694
1742;2019-06-27;4,073975451872139;1991-10-22;23,870535645161286
1743;1991-08-30;4,0964610270308235;2007-11-16;23,884218306451626
1744;1996-04-09;4,098431211789215;2021-05-07;23,92888879032258
1745;2021-06-02;4,106397969610265;2006-11-05;23,998967741935495
1746;1992-06-03;4,118121157092259;2008-11-20;24,058797903225795
1747;1998-11-27;4,120070351112874;1997-04-19;24,062863629032247
1748;2004-08-02;4,126932542023064;2014-02-20;24,22277911290318
1749;2011-03-14;4,147491653201204;1994-04-16;24,23497266129032
1750;2011-03-25;4,153124681741541;2003-03-16;24,27375467741934
1751;2018-02-11;4,15492073540754;2000-06-27;24,354756370967745
1752;2011-05-15;4,165512242920021;2009-05-16;24,413761935483866
1753;1996-06-10;4,17629332858472;2010-09-01;24,54591758064518
1754;2010-07-07;4,1869520163150495;1994-10-26;24,55364250000002
1755;2007-03-20;4,268574336306765;2013-06-27;24,575915725806453
1756;2021-06-10;4,2704459514483215;2015-05-09;24,668865483870956
1757;2006-05-18;4,275691924440963;2002-03-04;25,017755312061695
1758;2003-04-13;4,279975711100044;2000-02-01;25,153150645161286
1759;2006-03-05;4,296910261957713;2013-03-25;25,2022660483871
1760;2004-09-16;4,3017891789209575;1992-10-08;25,23853879032258
1761;2010-06-09;4,317077962422648;1995-09-30;25,61074314516129
1762;1995-06-28;4,327738838001956;2005-07-26;25,704236612903234
1763;2002-02-17;4,333046958002824;1997-09-19;25,741709274193532
1764;2000-02-27;4,338134138635664;2020-10-10;25,791174435483885
1765;1991-09-08;4,347405197192553;2003-05-03;25,860239274193546
1766;1995-05-05;4,3677569442224895;1997-02-11;25,883673709677414
1767;1995-09-20;4,377445424565185;2011-09-10;25,923670483870982
1768;2010-07-13;4,380008901098824;1998-08-25;25,925275967741943
1769;2018-06-01;4,390206588597177;2005-11-08;26,056643467741925
1770;2003-10-17;4,405545828637399;1994-08-17;26,174157177419353
1771;2002-02-24;4,431083424646642;2006-11-29;26,214450241935502
1772;1994-07-21;4,435401105214485;1991-06-20;26,297253145161303
1773;2020-05-16;4,456429088944659;1997-04-01;26,51881008064516
1774;1996-06-21;4,474187354643037;2012-06-26;26,531415725806447
1775;1999-05-23;4,494582585104583;2006-06-03;26,5627370967742
1776;2008-04-10;4,497106151271598;1991-07-02;26,66829717741936
1777;2021-09-09;4,502584836862765;2000-03-17;26,812639919354833
1778;2003-03-18;4,5134130109526005;2000-11-11;27,09333233870968
1779;2018-05-15;4,536862787781923;2007-07-29;27,132978306451612
1780;1998-08-09;4,541942136777056;2021-10-24;27,14698935483871
1781;1995-07-06;4,563782725746297;2004-09-14;27,19028016129032
1782;2003-10-27;4,61530699841773;2016-02-14;27,368433790322612
1783;2005-09-01;4,617852617303276;2008-11-15;27,87101830645163
1784;1991-02-11;4,63645242337754;1995-02-17;27,920209596774193
1785;2002-09-07;4,647648593570184;1999-10-09;28,173438790322574
1786;2003-04-03;4,666529824971;1992-08-18;28,206856774193568
1787;1994-02-17;4,687997211662825;2008-02-05;28,23328596774194
1788;2016-05-05;4,691322371465375;2004-06-28;28,25310524193549
1789;2018-02-17;4,702724750162823;1994-03-23;28,292800080645165
1790;1999-06-18;4,727980606100409;1999-10-01;28,314994354838692
1791;2003-11-13;4,73265268494148;1998-01-13;28,474756416666686
1792;2001-05-12;4,737314090343052;2001-10-15;28,565050887096778
1793;2010-04-17;4,740002093042517;2003-10-15;28,68925088709677
1794;2017-06-06;4,777715075769848;2002-07-23;28,690173467741946
1795;2005-10-16;4,783299352852552;2015-06-07;28,71852733870967
1796;2020-08-17;4,8166636615653085;2015-09-10;28,72407048387097
1797;2000-06-22;4,82806907680332;1998-10-21;28,73474604838709
1798;2009-08-22;4,846297646229844;2019-08-17;28,777157177419333
1799;2016-09-29;4,8509883157861475;2006-09-07;28,846003225806477
